create_date,title,writer,views,like,dislike
2022.03.04 18:05,종달새 형님 어디갓누,obj8****,146,1,0
2022.03.04 17:59,다들 ㅌㅌ 하셨죵?? 월욜 하방 확정,spta****,159,1,2
2022.03.04 17:58,시총5백억에 감자도 했겠따 풀배팅하라,in******,191,5,1
2022.03.04 17:58,키움개미,kknd****,123,0,0
2022.03.04 17:48,요~ 개잡주~ 담주 월에 하한가~~~,dpff****,119,0,4
2022.03.04 17:43,판타지오 신규캐릭들아 [3],assa****,239,1,4
2022.03.04 17:39,벌점 관련 질문 [1],ange****,226,1,1
2022.03.04 17:38,시외에서780매수 [1],asdd****,153,1,1
2022.03.04 17:38,시외에서780매수,spta****,126,1,0
2022.03.04 17:33,이거 월요일 날,spta****,155,1,0
2022.03.04 17:23,판타지오 앞으로?,zoii****,226,3,0
2022.03.04 17:19,아침에 따라 갔으면 까나리젓 될 뻔 했네...,br******,143,1,0
2022.03.04 17:14,담주 600원오는데 왜 시외 사려고해 [1],spta****,126,0,2
2022.03.04 16:54,어제 방송좆문가가 이거 매출 많다고 샀다...,in******,175,1,0
2022.03.04 16:54,다시 400으로 오면 줍줍혀,qkqh****,111,0,2
2022.03.04 16:47,존버는 독~ [1],nohj****,148,0,0
2022.03.04 16:13,설거지 당했넹,airb****,123,0,1
2022.03.04 16:11,내말이 맞제,spta****,146,1,1
2022.03.04 16:10,600원으로 회귀하겠습니다,assa****,114,0,1
2022.03.04 16:05,드라마 제작 무산!! [1],spta****,336,0,4
2022.03.04 15:53,제 2의 [1],papa****,189,0,0
2022.03.04 15:50,판타지오 공시 차기작품 OCN방송 되는거... [1],urib****,322,6,2
2022.03.04 15:39,ㅋ 기관 외국인 매수물량 다털고,assa****,184,3,3
2022.03.04 15:35,ㅋㅋ 작전주에 개발렷군,meee****,148,2,2
2022.03.04 15:34,생각하고놔둬라스튜드래곤이 왜투자하긋냐,ckdd****,195,2,0
2022.03.04 15:30,문상왔수다,herm****,151,1,1
2022.03.04 15:28,ㅋㅋ 장난질쩌내 [2],kcan****,191,0,1
2022.03.04 15:28,와 ㅋㅋㅋ,spta****,117,0,0
2022.03.04 15:26,야놈,joki****,116,0,0
2022.03.04 15:26,시외,pooh****,150,0,1
2022.03.04 15:25,허매수,su******,122,0,0
2022.03.04 15:22,ㅋㅋ 이름값하네...ㅋㅋㅋ,yooo****,123,0,0
2022.03.04 15:19,초반에 갭띄우고 [1],kcan****,217,1,0
2022.03.04 15:17,이럴줄알고 안샀지...,jjjj****,123,1,0
2022.03.04 15:15,이거 다시 상칠려면 6월은 대야함,kk95****,124,0,2
2022.03.04 15:15,개미지옥,bk******,116,0,0
2022.03.04 15:14,세력다나갔다,asdd****,122,1,1
2022.03.04 15:11,마지막 남은 십분_! [4],shee****,228,0,1
2022.03.04 15:06,그래도 죽은 종목보다 ㅋㅋㅋ,kms-****,145,0,1
2022.03.04 15:09,[삭제된 게시물의 답글]기관 지인이 그러... [2],kms-****,182,0,0
2022.03.04 15:02,음봉이라니까,asdd****,107,0,0
2022.03.04 15:01,감사보고서 미제출 ㅋㅋㅋ,kms-****,163,1,2
2022.03.04 14:55,무슨 알바들이 이리많아 ㅋㅋㅋ,kms-****,114,2,1
2022.03.04 14:53,물린이,pooh****,111,1,0
2022.03.04 14:52,판타스틱하네,supe****,109,0,1
2022.03.04 14:50,●윤대통령 후발주 벽산●,oseo****,115,0,0
2022.03.04 14:46,사람 살려!!!!!!!! [2],jang****,139,1,0
2022.03.04 14:41,기관은 오늘 현재도 순매수인걸 아시는지? [1],jbki****,228,1,0
2022.03.04 14:33,오늘음봉마감예약,asdd****,128,0,3
2022.03.04 14:37,[삭제된 게시물의 답글]805에 쳐물렸네 [1],ak******,123,0,0
2022.03.04 14:30,그렇게 입으로 잘하면 모하나요,gosh****,136,1,0
2022.03.04 14:28,807추매~,dlwo****,128,0,0
2022.03.04 14:28,815,snul****,130,1,1
2022.03.04 14:27,788,snul****,139,1,0
2022.03.04 14:24,오늘 하한가 가면....,summ****,136,0,0
2022.03.04 14:22,두시반 ㅋㅋㅋ 폭락한다 ㅋㅋㅋ [1],kms-****,167,0,0
2022.03.04 14:22,다시올려주세요 주포님~,th******,105,0,0
2022.03.04 14:19,에라잇... [2],cky7****,194,2,0
2022.03.04 14:19,거래정지,kms-****,139,0,0
2022.03.04 14:19,여기서 찡찡거리지마라,assa****,105,0,1
2022.03.04 14:17,감자전에 물렸는데,wooh****,115,0,0
2022.03.04 14:17,다시 들어올라고 해도 [1],navy****,125,0,0
2022.03.04 14:17,잡주가 쇼를 하는구나,moun****,115,0,0
2022.03.04 14:17,웰컴투 판타지옥,ihch****,97,0,0
2022.03.04 14:16,일동제약 [1],it******,104,1,0
2022.03.04 14:16,잉 나만 물렸니?,bsd9****,109,0,0
2022.03.04 14:15,오,spta****,96,1,0
2022.03.04 14:14,음봉간다매수하지말고기다리라고,asdd****,104,0,0
2022.03.04 14:13,ㅋ이제 니들이 멍청한게 느껴져?,assa****,104,0,0
2022.03.04 14:12,일동제약,it******,103,0,0
2022.03.04 14:12,바이온은 상한가 가는데,dg******,103,0,0
2022.03.04 14:11,아직 멀었어,spta****,110,1,0
2022.03.04 14:09,제발 그만해...ㄴ,sunt****,128,2,0
2022.03.04 14:08,잘먹고갑니다 [1],0162****,132,0,0
2022.03.04 14:07,애들이 말해준다고 듣겠니? [2],assa****,163,0,0
2022.03.04 13:54,원투데이냐?,bl******,129,0,0
2022.03.04 13:53,어제 상한가 올랐을때 팔았음. 대한민국 ...,kore****,194,2,1
2022.03.04 13:53,돔,rnjs****,110,0,0
2022.03.04 13:52,7백선온다니까 [1],asdd****,119,0,1
2022.03.04 13:51,어치피 유증 한다고 왜 삼?,qudw****,118,0,0
2022.03.04 13:50,ㅋ ㅋ 진짜 여기 종목은 바보들 천지구만 [1],assa****,127,0,2
2022.03.04 13:44,7백선내려온다,asdd****,114,0,2
2022.03.04 13:41,가즈아~ [2],dlwo****,193,2,2
2022.03.04 13:37,잘 봐라 [4],ms50****,301,3,1
2022.03.04 13:33,아직 다 못팔아서 [1],assa****,128,0,1
2022.03.04 13:31,829입성~ [6],dlwo****,279,0,2
2022.03.04 13:27,진짜 좋은 호재는 주포가 이렇게안올려 [3],kms-****,205,1,2
2022.03.04 13:25,개판이지오~!,soon****,114,1,0
2022.03.04 13:25,판타 지옥이네 지옥이야 [1],jung****,152,1,0
2022.03.04 13:24,거래소 신고안하니 ㅋㅋㅋ,kms-****,124,1,0
2022.03.04 13:22,사기다 [1],asdd****,119,1,0
2022.03.04 13:21,700원 간다,ms50****,127,1,1
2022.03.04 13:21,장기투자할꺼아니면잘난척들은그만하세요 [2],gosh****,196,2,1
2022.03.04 13:20,끝난네지금이라도던져야지,asdd****,112,1,0
2022.03.04 13:19,단타들,hana****,113,0,0
2022.03.04 13:18,아휴 정리하라고 그렇게 얘기해도,evry****,116,1,2
2022.03.04 13:15,지금사두면 돈이됩니다. [2],bsd9****,257,3,2
2022.03.04 13:13,외국인 계속 던진다,ms50****,147,3,1
2022.03.04 13:05,금감원은 뭐하는거냐 대체,assa****,153,4,0
2022.03.04 13:05,구속수사해야한다,kms-****,142,2,0
2022.03.04 13:04,전부 빠지나요??,kwon****,134,1,0
2022.03.04 13:03,"외인기관다든진다,",asdd****,137,0,1
2022.03.04 13:01,신고한다 OOO들,post****,138,2,0
2022.03.04 13:00,891원에 물렸는데 [3],sunh****,344,0,0
2022.03.04 13:00,980에서970에 매수한 신규 개미들아,kms-****,185,0,0
2022.03.04 12:59,"이렇게 빠지는건 반등없다,",dg******,132,0,0
2022.03.04 12:57,넘 많이 던진다,ms50****,124,0,0
2022.03.04 12:56,혼자 [1],chle****,142,0,0
2022.03.04 12:54,괜찮아요~ 믿어요 판타지오 화이팅:) [1],ggun****,154,3,1
2022.03.04 12:53,"어제 오늘 많이먹었다,튀라",dg******,114,0,0
2022.03.04 12:52,900원때 않와요 [2],poli****,150,0,0
2022.03.04 12:50,튀어라,kr******,119,1,1
2022.03.04 12:50,끝?,mein****,118,1,1
2022.03.04 12:48,월욜부터,jdc1****,148,0,2
2022.03.04 12:39,매도후 갭매우면 다시 매수하세용,moog****,150,1,0
2022.03.04 12:37,갈놈은 이렇게 자전안돌려 ㅋㅋㅋ,kms-****,173,1,1
2022.03.04 12:37,에라이 양아치들,post****,115,0,0
2022.03.04 12:35,750에 애개뤼 쫘악 ~~ [1],summ****,156,0,0
2022.03.04 12:32,돔,rnjs****,120,0,0
2022.03.04 12:30,주가 방어좀해 ㅂㅅㄷ아,post****,121,0,0
2022.03.04 12:30,그냥 가격뛰어서 팔아먹기네,rudx****,119,0,0
2022.03.04 12:30,싸게 매집할려고 ㅈㄹ 을 하는구나,jbki****,124,0,1
2022.03.04 12:26,200만원 투자해서,akir****,161,0,0
2022.03.04 12:26,조막손이,chle****,112,0,0
2022.03.04 12:22,ㅋㅋㅋ 기다렸다 다시 사면 됨...ㅋ.ㅋ... [1],urib****,196,0,0
2022.03.04 12:22,888,51******,124,0,0
2022.03.04 12:19,120억짜리 찌라시로 개미들 꼬실려고 [3],kms-****,254,0,1
2022.03.04 12:18,이러다 한방에 급등한다!! [1],sosi****,185,3,0
2022.03.04 12:13,진짜 ㅈ같은 주네 ㅅㅍ [1],post****,138,0,0
2022.03.04 12:12,매수 매도 증권사 잘 보아라 개미들아 [1],kms-****,233,3,0
2022.03.04 12:12,일동제약,it******,123,0,2
2022.03.04 12:09,지금 퍽락중,anys****,123,1,2
2022.03.04 12:07,진짜 18,post****,123,0,0
2022.03.04 12:02,멸공,appl****,129,0,1
2022.03.04 12:01,덤항촤,chle****,109,0,0
2022.03.04 11:59,진짜 181818181818,post****,121,0,0
2022.03.04 11:58,2시30분에 무너진다 [1],kms-****,174,0,0
2022.03.04 11:55,작전은,kr******,129,0,1
2022.03.04 11:52,이런기업 올랐을땐,boys****,143,0,0
2022.03.04 11:50,20만주 어디갔어 [2],anys****,272,0,0
2022.03.04 11:46,15분전,kkk9****,153,0,0
2022.03.04 11:30,28만주 [3],chle****,407,0,0
2022.03.04 11:23,상말기 30분전,kkk9****,161,1,0
2022.03.04 11:14,1000원은 무조건 간다,jbki****,137,1,0
2022.03.04 11:07,강력한 수급이 들어와야한다,post****,146,0,0
2022.03.04 11:04,엄청난,chle****,128,0,0
2022.03.04 10:51,"민주당 끝, 못이긴다. [2]",s1_s****,236,2,7
2022.03.04 10:47,상한가 가는 날과 차트 자체가 [1],evry****,270,0,1
2022.03.04 10:39,단타쟁이들은 아까 팔았어야 하고 [1],evry****,246,2,4
2022.03.04 10:35,원전,chun****,146,0,0
2022.03.04 10:32,점심에 쏜다,ohmi****,146,5,0
2022.03.04 10:26,16퍼 두번이나 두드려서 반등했다가 다시...,zlff****,220,1,1
2022.03.04 10:23,바보들인가?? 80원90원,ph******,212,0,1
2022.03.04 10:13,드럽게 흔드네,newj****,166,1,2
2022.03.04 10:13,오전장에 시원하게 말아 올립시다!,jbki****,149,2,0
2022.03.04 10:09,작년에 86원인가에 삿다가,shal****,222,0,0
2022.03.04 10:05,낙관하지 마라 지금 팔아라,evry****,153,0,3
2022.03.04 10:09,오늘 상친다,jbki****,139,0,0
2022.03.04 10:04,조만간에 ㅋㅋㅋ((스카우트))판타지오 [1],kms-****,246,0,2
2022.03.04 10:02,팔 기회다~~,hans****,134,0,3
2022.03.04 10:01,여기운전,tmdg****,145,0,0
2022.03.04 10:01,오늘도 상친다,jbki****,153,2,0
2022.03.04 09:58,머이런 ㄱ 같은 종목이 있노,post****,152,0,3
2022.03.04 09:57,다시매집구간 918매수,bsd9****,163,2,0
2022.03.04 09:55,?재명이 주들...전부 나락으로 간다..... [2],summ****,211,0,4
2022.03.04 09:54,지금들어온 단타쟁이들 계좌 괜찮냐?,jung****,151,0,1
2022.03.04 09:53,"와 .,",kds0****,121,0,0
2022.03.04 09:50,상 안무너지면...,jjjj****,163,2,0
2022.03.04 09:50,개수작부리지말거 상 두번더 말고 이목,dlwo****,141,1,0
2022.03.04 09:48,거래량 1등이 [1],kms-****,243,0,0
2022.03.04 09:46,상 [1],it******,201,2,1
2022.03.04 09:44,상항가 가즈아!!,sosi****,119,2,0
2022.03.04 09:41,또 사면됩니다 928 매수ㄱ [1],bsd9****,284,1,0
2022.03.04 09:40,많이 올리고 상폐임,ub00****,134,0,0
2022.03.04 09:40,5연상 기대합니다,ea******,187,1,0
2022.03.04 09:39,무조건 지페는간다,opuu****,141,2,0
2022.03.04 09:38,판타지오 상한가 진입~^^,ea******,190,2,0
2022.03.04 09:38,문닫기 3분전,dlwo****,116,0,0
2022.03.04 09:38,배터지겠어요 3번째먹는중,bsd9****,128,0,0
2022.03.04 09:38,잘 참았네,asdr****,114,1,0
2022.03.04 09:35,하락장속에서도 선방~판타지오,ea******,233,2,0
2022.03.04 09:35,매집운운하는것 보면,kms-****,150,1,3
2022.03.04 09:33,1년,kopl****,113,0,0
2022.03.04 09:32,나락간다도망쳐,asdd****,126,2,1
2022.03.04 09:32,매집겁나하네ㅋㅋ [1],bsd9****,205,2,0
2022.03.04 09:31,흘러내린다 ㄷㄷ,lila****,116,0,0
2022.03.04 09:31,3연상 감이여 회사매출액 76%계약인디 ... [1],dlwo****,235,7,0
2022.03.04 09:30,돔 황..,kr******,109,0,0
2022.03.04 09:28,와 이거 뭐임?,sonc****,152,1,0
2022.03.04 09:27,거래량보면 답 나오잖아 [1],kms-****,295,5,1
2022.03.04 09:24,탈출,hi******,125,0,0
2022.03.04 09:23,뭐하는 곳이에유?,hans****,127,0,1
2022.03.04 09:23,자전거래 [2],kms-****,246,1,3
2022.03.04 09:22,곧 상들어간다,dlwo****,135,1,0
2022.03.04 09:20,다른엔터주 따라잡자 판타지오 믿습니다,conc****,131,1,0
2022.03.04 09:18,형들 판타지오야 판타지오,neni****,141,0,0
2022.03.04 09:18,옥택연 주연이다 튀어라,ghal****,142,0,2
2022.03.04 09:15,상쳐도 마이너스 30퍼다,conc****,139,2,0
2022.03.04 09:15,탈출들 많이하네,kms-****,136,0,1
2022.03.04 09:14,오늘도 상한가,9742****,121,0,0
2022.03.04 09:14,난이종목은 그냥 유정이팬이라 매수함,hy******,120,1,0
2022.03.04 09:14,954 매도완료,snul****,115,0,1
2022.03.04 09:14,이거 왜 오르는 건가요?,robi****,122,0,1
2022.03.04 09:13,이제 돈 없다고 유상증자 할게 뻔함,qudw****,122,1,0
2022.03.04 09:13,아니 [2],eja1****,221,0,1
2022.03.04 09:11,판타지오 이제 떨어진다,zhff****,117,0,0
2022.03.04 09:10,3연상 감이여 ㅋㅋ차트 아름다운디,dlwo****,122,2,0
2022.03.04 09:10,역시 내가 사면 빠지고 팔면 오르고 [1],bsky****,167,2,0
2022.03.04 09:09,찌라시 올렸다 빠진다,kms-****,123,0,1
2022.03.04 09:08,그냥 1000주만 만드려했는데....,zpzg****,113,0,0
2022.03.04 09:08,털린 사람들,kds0****,124,2,0
2022.03.04 09:07,물량매집중 홀딩,bsd9****,124,1,0
2022.03.04 09:06,빠진다,neni****,121,0,1
2022.03.04 09:06,문닫겠다 ㅋㅋ,dlwo****,124,1,0
2022.03.04 09:06,연상,mmmj****,114,1,0
2022.03.04 09:05,힘 오진다,kds0****,118,0,0
2022.03.04 09:05,10퍼만먹고갑니다,bsd9****,110,0,1
2022.03.04 09:04,차트 넘이쁘네;,dlwo****,123,1,0
2022.03.04 09:04,많이올랏네 관심종목해제..,bsd9****,122,0,0
2022.03.04 09:02,오늘,rnjs****,144,1,0
2022.03.04 09:01,진심.. 스튜디오드래곤 빨이다..,qudw****,163,1,0
2022.03.04 08:57,난 믿고있다 최소 5만이상갈것을,jooj****,153,2,0
2022.03.04 08:52,제발 상한가 가라 [1],powe****,240,0,1
2022.03.04 08:50,오늘 롤코다 ㅋㅋㅋ,kms-****,126,0,0
2022.03.04 08:42,상한가다,ms50****,129,0,0
2022.03.04 08:42,관리종목 지정 가능성 큽니다. 매수주의하... [1],jaew****,282,1,4
2022.03.04 08:10,"쉿, 조용히 해_ [7]",shee****,309,1,2
2022.03.04 05:36,상장페지 공시 나오니 [2],art1****,474,2,5
2022.03.04 04:00,상쳤는데 마이너스인 분들만. [1],qawe****,406,1,0
2022.03.04 02:45,뉴클리어런처 어택...~ [5],shee****,256,0,2
2022.03.03 23:53,차은우 있다 끝났네,kcj5****,237,0,0
2022.03.03 22:59,흠..... [2],jjjj****,239,0,0
2022.03.03 22:21,대단하네,rlaw****,175,1,0
2022.03.03 21:35,상장폐지 관리종목 사유종목이네 [1],nana****,512,5,5
2022.03.03 20:37,이제부터 민주당 대통령 만들려고 [1],ms50****,289,0,1
2022.03.03 20:30,거래세,napo****,198,3,2
2022.03.03 19:49,크캬추가 좋아하는 타입이 뭔줄아나?<( ... [4],shee****,297,3,5
2022.03.03 19:14,유증은 없다 [4],hawa****,744,16,3
2022.03.03 19:11,이정도 공시라면 이미,kms-****,258,2,2
2022.03.03 18:50,작전주네.잘 묵고갑니데이,meee****,156,3,2
2022.03.03 18:36,오우…? 깜딱이야,zom1****,137,1,0
2022.03.03 18:22,헐 팔고 나왔는디,blac****,159,2,0
2022.03.03 17:28,누적 13점이다 2점만 더 받으면 골로간... [2],supe****,442,3,4
2022.03.03 17:26,외국인들은 역시 손해안보네 [1],anys****,264,1,1
2022.03.03 17:24,잡주도 가끔 발악하네,supe****,129,0,1
2022.03.03 16:43,ㅁ 무섭긴 무섭네,ah******,204,0,0
2022.03.03 16:15,그렇다 ~... 나능 미물에 [7],shee****,364,1,1
2022.03.03 16:08,설마 시외 상 풀리는...,baby****,255,2,0
2022.03.03 16:03,아오~ [1],sa******,252,1,1
2022.03.03 15:36,5연상에 도전장....,ea******,343,5,1
2022.03.03 14:54,졸 웃기네 -30.06 [4],powe****,731,3,1
2022.03.03 14:51,"[특징주] 판타지오, 스튜디오드래곤과 손... [1]",k5******,736,1,0
2022.03.03 14:31,판다지오,hima****,184,1,0
2022.03.03 14:23,허 참......30% 올랐는데 [1],erum****,550,1,0
2022.03.03 14:43,허 참......30% 올랐는데 [1],kbs5****,207,0,0
2022.03.03 14:13,상?네? [1],j778****,185,0,0
2022.03.03 14:11,잠겼넹요 ㅋ,stev****,188,1,0
2022.03.03 14:07,아놔,papa****,148,1,0
2022.03.03 13:53,라스트,sisi****,163,0,1
2022.03.03 13:52,판타지오,kcoy****,152,0,0
2022.03.03 13:51,뭐시 중해 ㅋㅋ [1],stev****,218,0,0
2022.03.03 13:51,뭔일 있냐?,sigo****,142,0,0
2022.03.03 13:45,외인들,jdc1****,158,0,0
2022.03.03 13:35,어이 너네 상한가 축하한다. [1],s1_s****,243,3,1
2022.03.03 13:30,더 사는건데..,wayt****,154,0,0
2022.03.03 13:28,곧 상폐?ㅋㅋㅋㅋㅋㅋ [2],sdqq****,491,1,3
2022.03.03 13:23,아이고 의미없다..,vi******,176,1,0
2022.03.03 12:50,감자,rnlt****,270,0,0
2022.03.03 12:44,1400 에서 다 턴다,dlal****,256,1,2
2022.03.03 12:43,2천원은 가자 정말!!,sosi****,226,6,1
2022.03.03 12:34,옥택연이 주연이라고...?? 낼 튀어야겟...,ghal****,277,2,2
2022.03.03 12:30,여기에 들어가는건 진짜 아니지 않나요? [1],jang****,309,0,1
2022.03.03 12:20,내가 22년올한해 가장 후회순간이 [1],juon****,485,0,1
2022.03.03 12:20,똥사네,hslh****,152,0,1
2022.03.03 12:15,상한가 7번간다 시작,7787****,221,4,0
2022.03.03 12:11,난 아직도 배고프다,whdr****,121,1,0
2022.03.03 12:09,까치밥 조금 남기고 갑니다.,blac****,128,0,1
2022.03.03 12:04,옥택연?,siro****,186,3,2
2022.03.03 12:03,천하의개잡주가 무슨일이여?,jooj****,161,4,0
2022.03.03 11:48,개잡주 넘 떨어졌길래,bl******,201,0,1
2022.03.03 11:46,낼 드디어 동전주에서 지폐주로 변신!,kokw****,195,4,1
2022.03.03 11:43,오후에,boxi****,175,0,2
2022.03.03 11:40,상한가,j3jj****,151,0,0
2022.03.03 11:40,네오리진까지 따라온다,kokw****,145,1,0
2022.03.03 11:39,제발 한번만 출어주세요 [1],gdbl****,208,1,0
2022.03.03 11:37,천원 찍으러 가네,jung****,143,1,0
2022.03.03 11:33,좋구먼,asd7****,225,0,2
2022.03.03 11:32,80원 *10 = 800,rp******,152,0,0
2022.03.03 11:31,혹시 상치고도 파는사람있음? [3],kk95****,537,0,0
2022.03.03 11:31,이기머선129 [4],begg****,412,1,0
2022.03.03 11:30,기존주주들,chy2****,168,3,1
2022.03.03 11:30,눌릴때 담을껄,jung****,119,0,0
2022.03.03 11:29,상쳐도 마이너스 nn%ㅋㅋㅋ,with****,122,0,0
2022.03.03 11:29,상잔량 더더쌓인다 안티박멸 ㅅㄱ,kokw****,122,1,0
2022.03.03 11:26,ㅊㅊㅊㅊㅊ,gdbl****,108,0,0
2022.03.03 11:26,상쳤는데두~,a431****,114,0,0
2022.03.03 11:26,기본 5연상이라 했다 [3],kokw****,345,1,0
2022.03.03 11:25,물타려고 기다렸는데,wooh****,112,1,1
2022.03.03 11:25,777원에 샀는데 이거 내일 어캐되려나,kk95****,110,1,1
2022.03.03 11:24,잘먹고갑니다,silv****,100,1,1
2022.03.03 11:24,곧망할회사 조정중 ㅋㅋㅋ,choh****,118,1,1
2022.03.03 11:23,ㅅㅂ 상 두번 더 쳐야지 본전이네 ㅋㅋ,lila****,120,2,1
2022.03.03 11:23,아직 멀엇다 [1],love****,126,1,1
2022.03.03 11:21,입성,kth1****,121,1,3
2022.03.03 11:20,운빨이 좋았어,ad******,121,1,0
2022.03.03 11:19,풀린다,andy****,125,2,1
2022.03.03 11:18,이게왜 상이냐 ㅋㅋ 주포올리는거봤는데 주...,wjdd****,196,1,3
2022.03.03 11:17,뭐지 시발 [4],king****,457,9,0
2022.03.03 11:16,판타지오 대주주 미래아이앤지 로 와라,park****,126,0,0
2022.03.03 11:16,상쳐서 기분좋긴한데 마이너스 30퍼다,conc****,135,4,0
2022.03.03 11:14,11층인데 지금이라도 매도해야 되나요? [1],sell****,245,0,0
2022.03.03 11:14,와ㅋㅋ,andy****,106,1,2
2022.03.03 11:14,이게 왜 상이야? [1],hi******,246,0,1
2022.03.03 11:14,와씨 물려있었는데 8프로 먹고 탈출,lywo****,107,0,1
2022.03.03 11:13,이야,dleo****,97,1,0
2022.03.03 11:13,리딩 업체 문자 영업 실체입니다 당하지 ...,dltm****,130,0,0
2022.03.03 11:12,아쉽노 2주들고있었는데,cnrr****,114,0,0
2022.03.03 11:12,다팜 ㅋㅋㅋ,hyun****,123,0,1
2022.03.03 11:11,ㅁㅊ ㅈㄹ ㅋ,emdt****,113,1,1
2022.03.03 11:10,ㅋㅋ 사졌어~ 사졌어~,hyun****,222,1,0
2022.03.03 11:09,아이 씨,nodi****,109,1,0
2022.03.03 11:09,결국 상가네 [1],ihch****,152,1,0
2022.03.03 11:09,차은우. 옹성우 가즈아!!!,bbbe****,116,2,0
2022.03.03 11:08,5연상 본다 20만주 몰빵한 형이다 [2],kokw****,249,1,3
2022.03.03 11:06,와..털렷는디 ㅋㅋㅋㅋ 상한가가나?,thre****,125,0,0
2022.03.03 11:05,내가말했지 상한가재료라고?,yori****,151,1,0
2022.03.03 11:04,이건 역대 최저가맞다 10퍼정도만 사본다,qq******,124,0,0
2022.03.03 11:03,컨센 1년 160억인데,king****,173,0,0
2022.03.03 11:01,관련공시도 기가막히게 내네,anys****,200,0,0
2022.03.03 11:00,메타버스에,tjrt****,138,0,0
2022.03.03 10:59,역시 주가는 주포마음 ㅋㅋ,yori****,119,0,0
2022.03.03 10:58,장렬한 피뢰침,zjsj****,107,0,0
2022.03.03 10:57,카이노스메드,ydh9****,116,0,0
2022.03.03 10:56,곧,maen****,108,0,0
2022.03.03 10:55,시총400억짜리가 120억드라마 계약체결...,yori****,222,1,0
2022.03.03 10:29,아직도 마이너스 50퍼다,conc****,118,2,1
2022.03.03 10:24,이제 주가 700까지 올리고 유증공시,anys****,120,0,1
2022.03.03 06:07,기회줄때 미친듯이 폭등시키고 [1],ms50****,241,1,1
2022.03.02 23:31,그려그려~... [7],shee****,262,0,4
2022.03.02 23:23,"Right Now, Wrong Then [4]",hawa****,418,8,0
2022.03.02 22:12,우크라2차회담 속보떴넹,zom1****,134,0,1
2022.03.02 21:12,큰일났네 [4],shee****,204,0,4
2022.03.02 19:23,그만턴 알바들 다 어데갔누...~ [5],shee****,182,2,2
2022.03.02 17:44,그걸또 홀라당 팔랏단말이가아아아가아 [4],shee****,164,0,3
2022.03.02 12:38,백윤식??- 링크,ma******,207,1,0
2022.03.02 12:24,기회줄때 폭등시키고 돈 쓸어 담아라,ms50****,135,0,0
2022.03.02 11:41,호재있나요?,jiwo****,127,0,0
2022.03.02 10:47,탈사람 다 타고~... 내렸제 <( ^)... [6],shee****,290,0,4
2022.03.02 09:57,한번 쏘고 알바☆소환☆ [8],shee****,215,1,4
2022.03.02 07:39,뭔소리냥...~ [1],shee****,175,0,2
2022.03.02 00:46,스승님 ☆전용☆ [4],shee****,263,0,3
2022.03.01 20:59,126마넌이믄 큰돈이여~... [3],shee****,248,0,3
2022.03.01 19:36,"아, 맞다!!",shee****,129,0,2
2022.03.01 16:55,크캬추 ☆전용☆ [2],shee****,210,0,2
2022.03.01 16:05,신기하지? <( ^)? [6],shee****,224,0,2
2022.03.01 12:54,루나눈나 200만 간다니깐~...<( ^... [1],shee****,174,0,3
2022.03.01 03:33,아직 끝낼 싱각이 없는듯함_ [4],shee****,350,0,2
2022.03.01 00:52,우크라회담 잘끝났나보융 [2],zom1****,350,0,0
2022.02.28 21:31,그렇다...~ 나능 미물에 [3],shee****,199,2,2
2022.02.28 18:51,아____!! 엘든링하고 싶따고오오오__... [3],shee****,155,0,2
2022.02.28 18:02,오늘밤 폭격기 운용되면~... [7],shee****,210,0,3
2022.02.28 16:33,또 - 또_!! 하트 보내고 있눼...~... [8],shee****,170,0,2
2022.02.28 16:26,제발 제발,ah******,105,0,0
2022.02.28 13:42,물타야되나,pkj7****,160,2,0
2022.02.28 13:03,푸틴이 적당히 합의해줘야할텐데 [3],zom1****,229,1,0
2022.02.28 11:32,코로나 끝났다,ms50****,132,0,0
2022.02.28 10:22,판다지옥,ktic****,128,0,1
2022.02.28 03:53,지금 독식하고 독점하지 못하면 [1],ms50****,355,2,2
2022.02.27 18:01,☆읽으면 엄청 화나는 글☆ [6],shee****,316,0,4
2022.02.27 15:49,100원하던게 500원 후반대? [2],wing****,338,0,0
2022.02.27 12:48,관해서...~ [3],shee****,278,1,2
2022.02.27 05:59,"아니여, 여기 는 이상한새 한마리 있음 ... [4]",shee****,300,0,2
2022.02.26 19:51,이야~~.:|}이게 웬일?,siri****,191,1,2
2022.02.26 15:02,보여드리게씀미다__!! 환상의 쫑꼬쑈--... [9],shee****,263,0,4
2022.02.26 12:55,간만에 [1],maen****,168,1,0
2022.02.26 12:00,코인종대장@ [6],shee****,277,0,2
2022.02.26 09:51,좀상해씨 ☆전용☆ [4],shee****,254,0,2
2022.02.26 02:07,우크롸이나 다음엔...~ [6],shee****,354,1,6
2022.02.25 22:14,나비아조씨 ☆전용☆,shee****,107,0,3
2022.02.25 19:16,밤새도록 해도 나는 실버다~...,shee****,120,0,3
2022.02.25 16:25,588이 아니라...~ [7],shee****,329,0,4
2022.02.25 15:22,종달새의 무시무시한 ☆계획☆ 발표! [8],shee****,228,0,4
2022.02.25 14:14,-50프로다 ?이고싶다...,os******,139,0,1
2022.02.25 14:10,그래숴 586은 오지 않았더냐...~,shee****,135,0,3
2022.02.25 13:21,유증공시 빨리내라,anys****,159,1,1
2022.02.25 12:57,종달아 궁금하다 [2],dldb****,252,0,0
